portfolio_turnover,code,swp_flag,lump_min,stp_flag,face_value,sip_available,sip_maximum_gap,returns_date,returns_inception,returns_year_5,returns_year_1,returns_year_3,sip_multiplier,ISIN,investment_objective,volatility,name,fund_house,last_nav_date,last_nav_nav,fund_manager,fund_category,lump_multiplier,redemption_allowed,direct,fund_type,redemption_amount_minimum,category,sip_min,detail_info,redemption_quantity_multiple,nav_date,nav_nav,switch_allowed,lump_min_additional,fund_name,sip_max,expense_ratio,crisil_rating,purchase_amount_multiplier,instant,redemption_quantity_minimum,lump_available,lump_max,redemption_amount_multiple,plan,short_name,short_code,reinvestment,slug,channel_partner_code,tax_period,maturity_type,aum,jan_31_nav,merged_code,merged_name,merged_date
1.11,8273-DR,Y,15000.0,Y,100.0,Y,60.0,2020-03-12,6.2239,5.7899,6.081,5.4436,1.0,INF109K017Z8,To generate income through investing predominantly in floating rate instruments while maintaining the optimum balance of yield; safety and liquidity. However; there can be no assurance or guarantee that the investment objective of the Scheme would be achieved.,2.43253,ICICI Prudential Floating Interest Monthly Dividend Reinvest Direct Plan,ICICIPrudentialMutualFund_MF,2020-03-11,101.28,Rahul Goswami; Nikhil Kabra,Floater Fund,1.0,Y,Y,Debt,0.01,Debt - Bonds,1000.0,https://www.icicipruamc.com/Downloads/sid-mutual-fund-new.aspx,0.001,2020-03-12,101.027,Y,1000.0,ICICI Prudential Mutual Fund,999999999.0,0.56,Moderately Low,,N,0.001,Y,10000000000000.0,0.01,DIVIDEND MONTHLY,ICICI Pru Floating Interest Monthly Dividend Reinvest,icici,Y,icici-prudential-floating-interest-monthly-dividend-reinvest--8273-DR,P8273,1095,Open Ended,85060,101.363,,,
2.21,8082-DP,Y,5000.0,Y,10.0,Y,60.0,2020-03-12,6.4886,5.9493,6.7298,5.6969,1.0,INF109K018B7,To generate income through investing predominantly in AA+ and above rated corporate bonds while maintaining the optimum balance of yield; safety and liquidity. However; there can be no assurance or guarantee that the investment objective of the Scheme would be achieved.,2.82509,ICICI Prudential Corporate Bond Monthly Dividend Payout Direct Plan,ICICIPrudentialMutualFund_MF,2020-03-11,10.2326,Rahul Goswami; Anuj Tagra; Chandni Gupta,Corporate Bond Fund,1.0,Y,Y,Debt,0.01,Debt - Bonds,1000.0,https://www.icicipruamc.com/Downloads/sid-mutual-fund-new.aspx,0.001,2020-03-12,10.1955,Y,1000.0,ICICI Prudential Mutual Fund,999999999.0,0.25,Moderately Low,,N,0.001,Y,10000000000000.0,0.01,DIVIDEND MONTHLY,ICICI Pru Corporate Bond Monthly Dividend Payout,icici,N,icici-prudential-corporate-bond-monthly-dividend-payout--8082-DP,P8082,1095,Open Ended,132430,10.225,,,
2.21,8082-DR,Y,5000.0,Y,10.0,Y,60.0,2020-03-12,6.4886,5.9493,6.7298,5.6969,1.0,INF109K018B7,To generate income through investing predominantly in AA+ and above rated corporate bonds while maintaining the optimum balance of yield; safety and liquidity. However; there can be no assurance or guarantee that the investment objective of the Scheme would be achieved.,2.82509,ICICI Prudential Corporate Bond Monthly Dividend Reinvest Direct Plan,ICICIPrudentialMutualFund_MF,2020-03-11,10.2326,Rahul Goswami; Anuj Tagra; Chandni Gupta,Corporate Bond Fund,1.0,Y,Y,Debt,0.01,Debt - Bonds,1000.0,https://www.icicipruamc.com/Downloads/sid-mutual-fund-new.aspx,0.001,2020-03-12,10.1955,Y,1000.0,ICICI Prudential Mutual Fund,999999999.0,0.25,Moderately Low,,N,0.001,Y,10000000000000.0,0.01,DIVIDEND MONTHLY,ICICI Pru Corporate Bond Monthly Dividend Reinvest,icici,Y,icici-prudential-corporate-bond-monthly-dividend-reinvest--8082-DR,P8082,1095,Open Ended,132430,10.225,,,
18.91,8015-GR,Y,5000.0,Y,10.0,Y,60.0,2020-03-12,9.4763,9.2727,14.0207,9.5769,1.0,INF109K018C5,Suitable for investors looking for steady returns at relatively low risk across a medium to long term horizon.,5.49102,ICICI Prudential Gilt Growth Direct Plan,ICICIPrudentialMutualFund_MF,2020-03-11,75.3645,Rahul Goswami; Anuj Tagra,Gilt Fund,1.0,Y,Y,Debt,0.01,Debt - Bonds,1000.0,https://www.icicipruamc.com/Downloads/sid-mutual-fund-new.aspx,0.001,2020-03-12,74.7874,Y,5000.0,ICICI Prudential Mutual Fund,999999999.0,0.57,Moderate,,N,0.001,Y,10000000000000.0,0.01,GROWTH,ICICI Pru Gilt,icici,Z,icici-prudential-gilt-growth--8015-GR,P8015,1095,Open Ended,12710,60.1653,,,
2.93,8144-DR,Y,5000.0,Y,10.0,Y,60.0,2020-03-12,8.0682,6.6136,9.523,6.9019,1.0,INF109K018E1,To generate income through investing in a range of debt and money market instruments of various duration while maintaining the optimum balance of yield; safety and liquidity. However; there can be no assurance or guarantee that the investment objective of the Scheme would be achieved.,6.73449,ICICI Prudential All Seasons Bond Quarterly Dividend Reinvest Direct Plan,ICICIPrudentialMutualFund_MF,2020-03-11,11.7008,Manish Banthia; Anuj Tagra,Dynamic Bond Fund,1.0,Y,Y,Debt,0.01,Debt - Bonds,100.0,https://www.icicipruamc.com/Downloads/sid-mutual-fund-new.aspx,0.001,2020-03-12,11.6264,Y,1000.0,ICICI Prudential Mutual Fund,999999999.0,0.65,Moderate,,N,0.001,Y,10000000000000.0,0.01,DIVIDEND QUARTERLY,ICICI Pru All Seasons Bond Quarterly Dividend Reinvest,icici,Y,icici-prudential-all-seasons-bond-quarterly-dividend-reinvest--8144-DR,P8144,1095,Open Ended,31880,11.2279,,,
0.5,8184-GR,Y,5000.0,Y,10.0,Y,60.0,2020-03-12,4.716,-2.5637,-25.9781,-5.4118,1.0,INF109K018M4,To generate capital appreciation and income distribution to unit holders by investing predominantly in equity/equity related securities of the companies belonging to the infrastructure theme. However; there can be no assurance or guarantee that the investment objective of the Scheme would be achieved.,17.6268,ICICI Prudential Infrastructure Growth Direct Plan,ICICIPrudentialMutualFund_MF,2020-03-11,42.85,Sankaran Naren; Ihab Dalwai,Sectoral/Thematic,1.0,Y,Y,Equity,0.01,Equity,500.0,https://www.icicipruamc.com/Downloads/sid-mutual-fund-new.aspx,0.001,2020-03-12,38.97,Y,1000.0,ICICI Prudential Mutual Fund,999999999.0,1.83,High,,N,0.001,Y,10000000000000.0,0.01,GROWTH,ICICI Pru Infrastructure,icici,Z,icici-prudential-infrastructure-growth--8184-GR,P8184,365,Open Ended,11410,58.78,,,
0.72,8073-GR,Y,5000.0,Y,10.0,Y,60.0,2020-03-12,7.5282,0.9545,-18.2087,-1.2298,1.0,INF109K018N2,To generate capital appreciation by investing in a concentrated portfolio of equity and equity related securities of up to 30 companies across market capitalization i.e. focus on multicap. However; there can be no assurance or guarantee that the investment objective of the Scheme would be achieved.,14.3931,ICICI Prudential Focused Equity Growth Direct Plan,ICICIPrudentialMutualFund_MF,2020-03-11,27.91,Mrinal Singh; Mittul Kalawadia,Focused Fund,1.0,Y,Y,Equity,0.01,Equity,500.0,https://www.icicipruamc.com/Downloads/sid-mutual-fund-new.aspx,0.001,2020-03-12,25.84,Y,1000.0,ICICI Prudential Mutual Fund,999999999.0,1.63,Moderately High,,N,0.001,Y,10000000000000.0,0.01,GROWTH,ICICI Pru Focused Equity,icici,Z,icici-prudential-focused-equity-growth--8073-GR,P8073,365,Open Ended,5710,31.48,,,
0.35,8192-DR,Y,15000.0,Y,10.0,Y,60.0,2020-03-12,6.7304,6.1295,7.7924,5.6585,1.0,INF109K019A7,To generate income through investments in a range of debt and money market instruments while maintaining the optimum balance of yield; safety and liquidity. However; there can be no assurance or guarantee that the investment objective of the Scheme would be achieved.,4.70941,ICICI Prudential Medium Term Bond Quarterly Dividend Reinvest Direct Plan,ICICIPrudentialMutualFund_MF,2020-03-11,11.3215,Manish Banthia; Shadab Rizvi,Medium Duration Fund,1.0,Y,Y,Debt,0.01,Debt - Bonds,1000.0,https://www.icicipruamc.com/Downloads/sid-mutual-fund-new.aspx,0.001,2020-03-12,11.2499,Y,1000.0,ICICI Prudential Mutual Fund,999999999.0,1.03,Moderate,,N,0.001,Y,10000000000000.0,0.01,DIVIDEND QUARTERLY,ICICI Pru Medium Term Bond Quarterly Dividend Reinvest,icici,Y,icici-prudential-medium-term-bond-quarterly-dividend-reinvest--8192-DR,P8192,1095,Open Ended,68060,11.0699,,,
0.91,TPD1-DR,Y,5000.0,Y,10.0,Y,60.0,2020-03-12,6.9704,5.6092,3.017,6.7136,1.0,INF846K01EU6,To generate long term capital appreciation by investing in a diversified portfolio of equity and equity related instruments; fixed income instruments and Gold exchange Traded Funds.,8.05461,Axis Triple Advantage Dividend Reinvest Direct Plan,AXISMUTUALFUND_MF,2020-03-11,18.3501,R. Sivakumar; Ashish Naik,Multi Asset Allocation,1.0,Y,Y,Hybrid,0.001,Equity,1000.0,https://www.axismf.com/Downloads.aspx?Value=scheme,0.001,2020-03-12,17.3273,Y,100.0,AXIS Mutual Fund,999999999.0,1.03,Moderately High,,N,0.001,Y,10000000000000.0,1.0,AS N WHEN,Axis Triple Advantage Dividend Reinvest,axis,Y,axis-triple-advantage-dividend-reinvest--TPD1-DR,128TPD1,365,Open Ended,3070,16.909,,,
0.91,TPDG-GR,Y,5000.0,Y,10.0,Y,60.0,2020-03-12,7.0354,5.7044,3.4054,6.8708,1.0,INF846K01EV4,To generate long term capital appreciation by investing in a diversified portfolio of equity and equity related instruments; fixed income instruments and Gold exchange Traded Funds.,8.04294,Axis Triple Advantage Growth Direct Plan,AXISMUTUALFUND_MF,2020-03-11,21.9784,R. Sivakumar; Ashish Naik,Multi Asset Allocation,1.0,Y,Y,Hybrid,0.001,Equity,1000.0,https://www.axismf.com/Downloads.aspx?Value=scheme,0.001,2020-03-12,20.7534,Y,100.0,AXIS Mutual Fund,999999999.0,1.03,Moderately High,,N,0.001,Y,10000000000000.0,1.0,GROWTH,Axis Triple Advantage,axis,Z,axis-triple-advantage-growth--TPDG-GR,128TPDG,365,Open Ended,3070,19.6403,,,
0.66,TSDG-GR,Y,500.0,Y,10.0,Y,60.0,2020-03-12,17.4531,7.8846,3.3442,11.265,500.0,INF846K01EW2,To generate income and long term capital appreciation by investing in a diversified portfolio predominantly consisting of equity and equity related securities.,13.6401,Axis Long Term Equity Growth Direct Plan,AXISMUTUALFUND_MF,2020-03-11,51.3449,Jinesh Gopani,ELSS,500.0,Y,Y,Equity,0.001,ELSS,500.0,https://www.axismf.com/Downloads.aspx?Value=scheme,0.001,2020-03-12,47.8039,Y,500.0,AXIS Mutual Fund,999999999.0,0.91,Moderately High,,N,0.001,Y,10000000000000.0,1.0,GROWTH,Axis Long Term Equity,axis,Z,axis-long-term-equity-growth--TSDG-GR,128TSDG,365,Open Ended,216580,44.8938,,,
0.66,TSD1-DP,Y,500.0,Y,10.0,Y,60.0,2020-03-12,17.1545,7.5798,2.3807,10.7393,500.0,INF846K01EX0,To generate income and long term capital appreciation by investing in a diversified portfolio predominantly consisting of equity and equity related securities.,14.1613,Axis Long Term Equity Dividend Payout Direct Plan,AXISMUTUALFUND_MF,2020-03-11,36.9131,Jinesh Gopani,ELSS,500.0,Y,Y,Equity,0.001,ELSS,500.0,https://www.axismf.com/Downloads.aspx?Value=scheme,0.001,2020-03-12,34.3675,Y,500.0,AXIS Mutual Fund,999999999.0,0.91,Moderately High,,N,0.001,Y,10000000000000.0,1.0,AS N WHEN,Axis Long Term Equity Dividend Payout,axis,N,axis-long-term-equity-dividend-payout--TSD1-DP,128TSD1,365,Open Ended,216580,38.2449,,,
2.5,AXIODG-GR,Y,5000.0,Y,10.0,Y,60.0,2020-03-12,8.7925,8.2677,5.7014,7.2157,1.0,INF846K01PJ5,To generate stable returns by investing in debt & money market instruments across the yield curve & credit spectrum.,1.10947,Axis Credit Risk Growth Direct Plan,AXISMUTUALFUND_MF,2020-03-11,16.1683,Devang Shah,Credit Risk Fund,1.0,Y,Y,Debt,0.001,Debt - Bonds,1000.0,https://www.axismf.com/Downloads.aspx?Value=scheme,0.001,2020-03-12,16.1161,Y,100.0,AXIS Mutual Fund,999999999.0,0.58,Moderate,,N,0.001,Y,10000000000000.0,1.0,GROWTH,Axis Credit Risk,axis,Z,axis-credit-risk-growth--AXIODG-GR,128IODG,1095,Open Ended,11870,14.0283,,,
2.5,AXIODW-DP,Y,5000.0,Y,10.0,Y,60.0,2020-03-12,6.5652,5.8258,3.9382,5.118,1.0,INF846K01PK3,To generate stable returns by investing in debt & money market instruments across the yield curve & credit spectrum.,1.66369,Axis Credit Risk Weekly Dividend Payout Direct Plan,AXISMUTUALFUND_MF,2020-03-11,10.237,Devang Shah,Credit Risk Fund,1.0,Y,Y,Debt,0.001,Debt - Bonds,1000.0,https://www.axismf.com/Downloads.aspx?Value=scheme,0.001,2020-03-12,10.2039,Y,100.0,AXIS Mutual Fund,999999999.0,0.58,Moderate,,N,0.001,Y,10000000000000.0,1.0,DIVIDEND WEEKLY,Axis Credit Risk Weekly Dividend Payout,axis,N,axis-credit-risk-weekly-dividend-payout--AXIODW-DP,128IODW,1095,Open Ended,11870,10.2475,,,
2.5,AXIODW-DR,Y,5000.0,Y,10.0,Y,60.0,2020-03-12,6.5652,5.8258,3.9382,5.118,1.0,INF846K01PL1,To generate stable returns by investing in debt & money market instruments across the yield curve & credit spectrum.,1.66369,Axis Credit Risk Weekly Dividend Reinvest Direct Plan,AXISMUTUALFUND_MF,2020-03-11,10.237,Devang Shah,Credit Risk Fund,1.0,Y,Y,Debt,0.001,Debt - Bonds,1000.0,https://www.axismf.com/Downloads.aspx?Value=scheme,0.001,2020-03-12,10.2039,Y,100.0,AXIS Mutual Fund,999999999.0,0.58,Moderate,,N,0.001,Y,10000000000000.0,1.0,DIVIDEND WEEKLY,Axis Credit Risk Weekly Dividend Reinvest,axis,Y,axis-credit-risk-weekly-dividend-reinvest--AXIODW-DR,128IODW,1095,Open Ended,11870,10.2475,,,
2.5,AXIODM-DP,Y,5000.0,Y,10.0,Y,60.0,2020-03-12,5.8248,5.5838,4.0262,5.1989,1.0,INF846K01PM9,To generate stable returns by investing in debt & money market instruments across the yield curve & credit spectrum.,3.22058,Axis Credit Risk Monthly Dividend Payout Direct Plan,AXISMUTUALFUND_MF,2020-03-11,10.1039,Devang Shah,Credit Risk Fund,1.0,Y,Y,Debt,0.001,Debt - Bonds,1000.0,https://www.axismf.com/Downloads.aspx?Value=scheme,0.001,2020-03-12,10.0713,Y,100.0,AXIS Mutual Fund,999999999.0,0.58,Moderate,,N,0.001,Y,10000000000000.0,1.0,DIVIDEND MONTHLY,Axis Credit Risk Monthly Dividend Payout,axis,N,axis-credit-risk-monthly-dividend-payout--AXIODM-DP,128IODM,1095,Open Ended,11870,10.0314,,,
2.5,AXIODM-DR,Y,5000.0,Y,10.0,Y,60.0,2020-03-12,5.8248,5.5838,4.0262,5.1989,1.0,INF846K01PN7,To generate stable returns by investing in debt & money market instruments across the yield curve & credit spectrum.,3.22058,Axis Credit Risk Monthly Dividend Reinvest Direct Plan,AXISMUTUALFUND_MF,2020-03-11,10.1039,Devang Shah,Credit Risk Fund,1.0,Y,Y,Debt,0.001,Debt - Bonds,1000.0,https://www.axismf.com/Downloads.aspx?Value=scheme,0.001,2020-03-12,10.0713,Y,100.0,AXIS Mutual Fund,999999999.0,0.58,Moderate,,N,0.001,Y,10000000000000.0,1.0,DIVIDEND MONTHLY,Axis Credit Risk Monthly Dividend Reinvest,axis,Y,axis-credit-risk-monthly-dividend-reinvest--AXIODM-DR,128IODM,1095,Open Ended,11870,10.0314,,,
11.58,AXEADG-GR,Y,5000.0,Y,10.0,Y,60.0,2020-03-12,7.2799,7.0929,6.9529,6.8023,1.0,INF846K01PZ1,To generate income through low volatility absolute return strategies that take advantage of opportunities in the cash and the derivative segments of the equity markets including the arbitrage opportunities available within the derivative segment; by using other derivative based strategies and by investing the balance in debt and money market instruments.,1.02278,Axis Arbitrage Growth Direct Plan,AXISMUTUALFUND_MF,2020-03-11,14.7829,Devang Shah; Viresh Joshi,Arbitrage Fund,1.0,Y,Y,Hybrid,0.001,Equity,1000.0,https://www.axismf.com/Downloads.aspx?Value=scheme,0.001,2020-03-12,14.8019,Y,100.0,AXIS Mutual Fund,999999999.0,0.27,Moderately High,,N,0.001,Y,10000000000000.0,1.0,GROWTH,Axis Arbitrage,axis,Z,axis-arbitrage-growth--AXEADG-GR,128EADG,365,Open Ended,34060,12.8845,,,
,UTDBD3-DP,Y,10000.0,Y,10.0,Y,60.0,2018-12-24,5.5873,0.0,4.8098,5.6252,1.0,INF789FA1S65,The Scheme will retain the flexibility to invest in the entire range of debt and money market instruments. The flexibility is being retained to adjust the portfolio in response to a change in the risk to return equation for asset classes under investment; with a view to maintain risks within manageable limits.,5.78377,UTI Dynamic Bond Annual Dividend Payout Direct Plan,UTIMUTUALFUND_MF,2020-03-11,11.1159,Amandeep S Chopra,Dynamic Bond Fund,1.0,Y,Y,Debt,1.0,Debt - Bonds,500.0,http://www.utimf.com/forms-downloads/Pages/default.aspx,0.001,2020-03-12,11.0351,Y,1000.0,UTI Mutual Fund,999999999.0,1.01,Moderate,,N,0.001,Y,10000000000000.0,1.0,DIVIDEND ANNUAL,UTI Dynamic Bond Annual Dividend Payout,uti,N,uti-dynamic-bond-annual-dividend-payout--UTDBD3-DP,108DBD3,1095,Open Ended,10490,11.3834,,,
,UTDBD3-DR,Y,10000.0,Y,10.0,Y,60.0,2018-12-24,5.5873,0.0,4.8098,5.6252,1.0,INF789FA1S73,The Scheme will retain the flexibility to invest in the entire range of debt and money market instruments. The flexibility is being retained to adjust the portfolio in response to a change in the risk to return equation for asset classes under investment; with a view to maintain risks within manageable limits.,5.78377,UTI Dynamic Bond Annual Dividend Reinvest Direct Plan,UTIMUTUALFUND_MF,2020-03-11,11.1159,Amandeep S Chopra,Dynamic Bond Fund,1.0,Y,Y,Debt,1.0,Debt - Bonds,500.0,http://www.utimf.com/forms-downloads/Pages/default.aspx,0.001,2020-03-12,11.0351,Y,1000.0,UTI Mutual Fund,999999999.0,1.01,Moderate,,N,0.001,Y,10000000000000.0,1.0,DIVIDEND ANNUAL,UTI Dynamic Bond Annual Dividend Reinvest,uti,Y,uti-dynamic-bond-annual-dividend-reinvest--UTDBD3-DR,108DBD3,1095,Open Ended,10490,11.3834,,,
,UTDBD5-DP,Y,10000.0,Y,10.0,Y,60.0,2020-03-12,4.4663,3.7869,-4.8657,0.5907,1.0,INF789FA1S81,The Scheme will retain the flexibility to invest in the entire range of debt and money market instruments. The flexibility is being retained to adjust the portfolio in response to a change in the risk to return equation for asset classes under investment; with a view to maintain risks within manageable limits.,5.59259,UTI Dynamic Bond Flexi Dividend Payout Direct Plan,UTIMUTUALFUND_MF,2020-03-11,11.2674,Amandeep S Chopra,Dynamic Bond Fund,1.0,Y,Y,Debt,1.0,Debt - Bonds,500.0,http://www.utimf.com/forms-downloads/Pages/default.aspx,0.001,2020-03-12,11.1856,Y,1000.0,UTI Mutual Fund,999999999.0,0.98,Moderate,,N,0.001,Y,10000000000000.0,1.0,AS N WHEN,UTI Dynamic Bond Flexi Dividend Payout,uti,N,uti-dynamic-bond-flexi-dividend-payout--UTDBD5-DP,108DBD5,1095,Open Ended,3960,11.5326,,,
,UTDBD5-DR,Y,10000.0,Y,10.0,Y,60.0,2020-03-12,4.4663,3.7869,-4.8657,0.5907,1.0,INF789FA1S99,The Scheme will retain the flexibility to invest in the entire range of debt and money market instruments. The flexibility is being retained to adjust the portfolio in response to a change in the risk to return equation for asset classes under investment; with a view to maintain risks within manageable limits.,5.59259,UTI Dynamic Bond Flexi Dividend Reinvest Direct Plan,UTIMUTUALFUND_MF,2020-03-11,11.2674,Amandeep S Chopra,Dynamic Bond Fund,1.0,Y,Y,Debt,1.0,Debt - Bonds,500.0,http://www.utimf.com/forms-downloads/Pages/default.aspx,0.001,2020-03-12,11.1856,Y,1000.0,UTI Mutual Fund,999999999.0,0.98,Moderate,,N,0.001,Y,10000000000000.0,1.0,AS N WHEN,UTI Dynamic Bond Flexi Dividend Reinvest,uti,Y,uti-dynamic-bond-flexi-dividend-reinvest--UTDBD5-DR,108DBD5,1095,Open Ended,3960,11.5326,,,
,UTBND4-DP,Y,20000.0,Y,10.0,Y,60.0,2020-03-12,0.347,0.0,-9.9771,0.0,1.0,INF789FA1T64,The Scheme will retain the flexibility to invest in the entire range of debt and money market instruments. The flexibility is being retained to adjust the portfolio in response to a change in the risk to return equation for asset classes under investment; with a view to maintain risks within manageable limits.,6.38757,UTI Bond Half Yearly Dividend Payout Direct Plan,UTIMUTUALFUND_MF,2020-03-11,9.9481,Amandeep S Chopra,Medium to Long Duration Fund,1.0,Y,Y,Debt,1.0,Debt - Bonds,500.0,http://www.utimf.com/forms-downloads/Pages/default.aspx,0.001,2020-03-12,9.8661,Y,1000.0,UTI Mutual Fund,999999999.0,0.96,Moderate,,N,0.001,Y,10000000000000.0,1.0,DIVIDEND SEMI-ANNUALLY,UTI Bond Half Yearly Dividend Payout,uti,N,uti-bond-half-yearly-dividend-payout--UTBND4-DP,108BND4,1095,Open Ended,4470,,,,
,UTBND4-DR,Y,20000.0,Y,10.0,Y,60.0,2020-03-12,0.347,0.0,-9.9771,0.0,1.0,INF789FA1T72,The Scheme will retain the flexibility to invest in the entire range of debt and money market instruments. The flexibility is being retained to adjust the portfolio in response to a change in the risk to return equation for asset classes under investment; with a view to maintain risks within manageable limits.,6.38757,UTI Bond Half Yearly Dividend Reinvest Direct Plan,UTIMUTUALFUND_MF,2020-03-11,9.9481,Amandeep S Chopra,Medium to Long Duration Fund,1.0,Y,Y,Debt,1.0,Debt - Bonds,500.0,http://www.utimf.com/forms-downloads/Pages/default.aspx,0.001,2020-03-12,9.8661,Y,1000.0,UTI Mutual Fund,999999999.0,0.96,Moderate,,N,0.001,Y,10000000000000.0,1.0,DIVIDEND SEMI-ANNUALLY,UTI Bond Half Yearly Dividend Reinvest,uti,Y,uti-bond-half-yearly-dividend-reinvest--UTBND4-DR,108BND4,1095,Open Ended,4470,,,,
